id,telegram,type,date,author,caption,keywords,filename
1062,https://t.me/jotchuacontent/1062,photo,2026-06-26 08:27:57,peacefuldestroy,Jotchua wears a blue plastic bowl as a hat,"bowl, hat, funny",photo_1062_0.jpg
1061,https://t.me/jotchuacontent/1061,photo,2026-06-26 06:27:54,Rishabh Rai,Jotchua stares at a billboard of his purpose,"billboard, staring, reading",photo_1061_0.jpg
1060,https://t.me/jotchuacontent/1060,photo,2026-06-26 06:27:54,Rishabh Rai,Jotchua in a Japanese headband with ramen,"ramen, sushi, japanese",photo_1060_0.jpg
1059,https://t.me/jotchuacontent/1059,photo,2026-06-26 06:27:53,Rishabh Rai,Wizard Jotchua holds a glowing staff in the mountains,"wizard, magic, staff",photo_1059_0.jpg
1058,https://t.me/jotchuacontent/1058,photo,2026-06-26 06:27:53,Rishabh Rai,Road signs warn of a dip and say buy,"dip, road, warning",photo_1058_0.jpg
1057,https://t.me/jotchuacontent/1057,photo,2026-06-26 06:27:52,Rishabh Rai,"Glasses on, Jotchua is the real diamond","glasses, diamond, reveal",photo_1057_0.jpg
1056,https://t.me/jotchuacontent/1056,photo,2026-06-26 06:27:52,Rishabh Rai,Jotchua smokes and says you deserved it,"smoking, cigarette, rude",photo_1056_0.jpg
1055,https://t.me/jotchuacontent/1055,photo,2026-06-26 06:27:51,Rishabh Rai,Italian chef Jotchua with mustache and Mamma Mia hat,"italian, chef, mustache",photo_1055_0.jpg
1054,https://t.me/jotchuacontent/1054,photo,2026-06-26 06:27:51,Rishabh Rai,Panda Jotchua as Deadpool with swords crossed,"deadpool, panda, swords",photo_1054_0.jpg
1053,https://t.me/jotchuacontent/1053,photo,2026-06-26 06:27:50,Rishabh Rai,French Jotchua holds a baguette and croissant,"french, beret, baguette",photo_1053_0.jpg
1052,https://t.me/jotchuacontent/1052,photo,2026-06-26 06:27:50,Rishabh Rai,Frodo Jotchua in a cloak at Bag End,"hobbit, frodo, lotr",photo_1052_0.jpg
1051,https://t.me/jotchuacontent/1051,photo,2026-06-26 06:25:33,Rishabh Rai,Jotchua watches a laptop monitoring the situation,"laptop, watching, working",photo_1051_0.jpg
1049,https://t.me/jotchuacontent/1049,photo,2026-06-26 06:25:30,Rishabh Rai,Jotchua in a suit says business is boomin,"suit, business, boss",photo_1049_0.jpg
1048,https://t.me/jotchuacontent/1048,photo,2026-06-26 06:25:30,Rishabh Rai,Jotchua wears a sombrero and colorful serape,"sombrero, fiesta, mexican",photo_1048_0.jpg
1047,https://t.me/jotchuacontent/1047,photo,2026-06-26 06:25:29,Rishabh Rai,Jot Wick holds a gun in the rain,"john-wick, gun, revenge",photo_1047_0.jpg
1046,https://t.me/jotchuacontent/1046,photo,2026-06-26 06:25:29,Rishabh Rai,Tuxedo Jotchua with a rose says you are awesome,"tuxedo, love, heart",photo_1046_0.jpg
1045,https://t.me/jotchuacontent/1045,photo,2026-06-26 06:25:28,Rishabh Rai,Jotchua in a Soviet ushanka in the snow,"ushanka, russian, snow",photo_1045_0.jpg
1044,https://t.me/jotchuacontent/1044,photo,2026-06-26 06:25:28,Rishabh Rai,Jotchua's head flies like a tennis ball,"tennis, bouncing, sports",photo_1044_0.jpg
1042,https://t.me/jotchuacontent/1042,photo,2026-06-26 06:25:27,Rishabh Rai,A clock on Jotchua's face reads jotch o'clock,"clock, waiting, late",photo_1042_0.jpg
1041,https://t.me/jotchuacontent/1041,photo,2026-06-26 04:31:18,Castl3vania,Jotchua rules a purple theme park of clones,"theme-park, clones, carnival",photo_1041_0.jpg
1040,https://t.me/jotchuacontent/1040,photo,2026-06-26 04:31:17,Castl3vania,Akatsuki Jotchuas stand on a mountain in a storm,"akatsuki, ninja, lightning",photo_1040_0.jpg
1039,https://t.me/jotchuacontent/1039,photo,2026-06-26 03:16:57,peacefuldestroy,"Jotchua with a black wig, grillz, and LOVE shirt","grillz, rapper, bling",photo_1039_0.jpg
1038,https://t.me/jotchuacontent/1038,photo,2026-06-26 02:08:33,peacefuldestroy,"Foxy Jotchua with orange ears, eyepatch, and hook","foxy, eyepatch, pirate",photo_1038_0.jpg
1037,https://t.me/jotchuacontent/1037,photo,2026-06-26 02:05:05,peacefuldestroy,Jotchua plays the violin in thick fog,"violin, sad, music",photo_1037_0.jpg
1036,https://t.me/jotchuacontent/1036,video,2026-06-26 02:04:59,peacefuldestroy,Cartoon Jotchua walks through a Simpsons-style room,"gaming, setup, cartoon",1036_IMG_8896.MP4
1035,https://t.me/jotchuacontent/1035,photo,2026-06-26 02:04:56,peacefuldestroy,Green Jotchua wojaks hug on a stock chart,"hugging, wojak, stocks",photo_1035_0.jpg
1034,https://t.me/jotchuacontent/1034,photo,2026-06-25 23:54:19,Chris,A visitor stares at Banksy-style Jotchua art,"art, gallery, banksy",photo_1034_0.jpg
1032,https://t.me/jotchuacontent/1032,photo,2026-06-25 12:28:39,peacefuldestroy,A warrior rallies an army of Jotchuas,"army, sparta, battle",photo_1032_0.jpg
1031,https://t.me/jotchuacontent/1031,photo,2026-06-25 11:19:33,peacefuldestroy,Jotchua sits at a change-my-mind table,"debate, table, change-my-mind",photo_1031_0.jpg
1030,https://t.me/jotchuacontent/1030,photo,2026-06-25 11:18:18,Chris,Hairless pink Jotchua stands on his hind legs,"bald, naked, pink",photo_1030_0.jpg
1029,https://t.me/jotchuacontent/1029,photo,2026-06-25 11:18:01,peacefuldestroy,Jotchua works in a 7-Eleven uniform and cap,"7-eleven, cashier, uniform",photo_1029_0.jpg
1027,https://t.me/jotchuacontent/1027,photo,2026-06-25 05:39:19,peacefuldestroy,Jotchua charges an empty spirit bomb in the sky,"spirit-bomb, goku, flying",photo_1027_0.jpg
1026,https://t.me/jotchuacontent/1026,photo,2026-06-25 05:39:18,peacefuldestroy,Jotchua's spirit bomb fills with a crowd of clones,"spirit-bomb, clones, goku",photo_1026_0.jpg
1022,https://t.me/jotchuacontent/1022,photo,2026-06-25 04:53:17,peacefuldestroy,Hoodie Jotchua stays calm while everything burns,"fire, hoodie, chaos",photo_1022_0.jpg
1021,https://t.me/jotchuacontent/1021,photo,2026-06-25 04:52:56,Rishabh Rai,Kung Fu Jotchua strikes a panda warrior pose,"kung-fu, panda, fighting",photo_1021_0.jpg
1020,https://t.me/jotchuacontent/1020,photo,2026-06-25 04:52:55,Rishabh Rai,Sunglass Jotchua smokes and covers his ear,"sunglasses, smoking, busy",photo_1020_0.jpg
1019,https://t.me/jotchuacontent/1019,photo,2026-06-25 04:52:51,Rishabh Rai,Sherlock Bones Jotchua in a hat with a pipe,"sherlock, detective, pipe",photo_1019_0.jpg
1016,https://t.me/jotchuacontent/1016,photo,2026-06-25 04:52:49,Rishabh Rai,Jotchua in prison stripes labeled criminally undervalue,"prison, inmate, stripes",photo_1016_0.jpg
1015,https://t.me/jotchuacontent/1015,photo,2026-06-25 04:52:49,Rishabh Rai,Minion Jotchua wears goggles and yellow overalls,"minion, goggles, overalls",photo_1015_0.jpg
1014,https://t.me/jotchuacontent/1014,photo,2026-06-25 04:52:48,Rishabh Rai,Jotchua points from the couch with a drink,"pointing, drinking, yelling",photo_1014_0.jpg
1013,https://t.me/jotchuacontent/1013,photo,2026-06-25 04:52:48,Rishabh Rai,"Yoda Jotchua holds a staff, Jotchua am I","yoda, jedi, star-wars",photo_1013_0.jpg
1012,https://t.me/jotchuacontent/1012,photo,2026-06-25 04:52:47,Rishabh Rai,Darth Vader Jotchua wields a red lightsaber,"vader, lightsaber, angry",photo_1012_0.jpg
1011,https://t.me/jotchuacontent/1011,photo,2026-06-25 04:15:58,Oowee,Jotchua hits the court with a basketball player,"basketball, sports, air-bud",photo_1011_0.jpg
1010,https://t.me/jotchuacontent/1010,photo,2026-06-25 04:15:50,Oowee,Jotchua's face peeks from a fortune cookie,"fortune-cookie, food, lucky",photo_1010_0.jpg
1009,https://t.me/jotchuacontent/1009,photo,2026-06-25 04:15:33,Oowee,Jotchua drives a white Porsche past a speed sign,"driving, porsche, speeding",photo_1009_0.jpg
1008,https://t.me/jotchuacontent/1008,photo,2026-06-25 03:34:45,peacefuldestroy,Joker Jotchua sits in a pile of burning cash,"joker, money, fire",photo_1008_0.jpg
1007,https://t.me/jotchuacontent/1007,photo,2026-06-25 03:34:44,peacefuldestroy,Joker Jotchua in Gotham with a ghostly Bat-Jotchua,"joker, batman, gotham",photo_1007_0.jpg
1006,https://t.me/jotchuacontent/1006,photo,2026-06-25 03:25:31,peacefuldestroy,Joker Jotchua with green hair and clown makeup,"joker, clown, smiling",photo_1006_0.jpg
1005,https://t.me/jotchuacontent/1005,photo,2026-06-25 01:30:24,Pacman 🍁,Jotchua sips tea saying damn couldn't be me,"tea, sipping, smug",photo_1005_0.jpg
1004,https://t.me/jotchuacontent/1004,photo,2026-06-25 01:30:23,Pacman 🍁,Jotchua shushes you with a finger on his nose,"shush, quiet, hush",photo_1004_0.jpg
1001,https://t.me/jotchuacontent/1001,photo,2026-06-24 10:10:54,peacefuldestroy,Jotchua in a blonde wig plays the keyboard,"keyboard, piano, sunglasses",photo_1001_0.jpg
1000,https://t.me/jotchuacontent/1000,photo,2026-06-24 10:10:53,peacefuldestroy,"Jotchua in a suit, red tie, and headset","headset, suit, businessman",photo_1000_0.jpg
999,https://t.me/jotchuacontent/999,photo,2026-06-24 10:10:53,peacefuldestroy,Green Super Saiyan Jotchua stands over lava,"super-saiyan, broly, lava",photo_999_0.jpg
998,https://t.me/jotchuacontent/998,photo,2026-06-24 10:10:52,peacefuldestroy,Gold Super Saiyan Jotchua in a purple gi,"super-saiyan, goku, anime",photo_998_0.jpg
997,https://t.me/jotchuacontent/997,photo,2026-06-24 10:10:51,peacefuldestroy,Jotchua as Vegeta with purple Super Saiyan hair,"vegeta, super-saiyan, dragon-ball",photo_997_0.jpg
996,https://t.me/jotchuacontent/996,photo,2026-06-24 10:10:51,peacefuldestroy,Jotchua as Trunks with pink hair and purple vest,"trunks, pink-hair, anime",photo_996_0.jpg
995,https://t.me/jotchuacontent/995,photo,2026-06-24 10:10:50,peacefuldestroy,Jotchua as Luffy in a straw hat and red vest,"luffy, straw-hat, one-piece",photo_995_0.jpg
994,https://t.me/jotchuacontent/994,photo,2026-06-24 05:36:10,Castl3vania,Jotchua wears a wizard hat and holds a wand,"wizard, wand, rpg",photo_994_0.jpg
993,https://t.me/jotchuacontent/993,photo,2026-06-24 05:36:07,Castl3vania,Wizard Jotchua casts spell of no bitches,"wizard, spell, rpg",photo_993_0.jpg
992,https://t.me/jotchuacontent/992,photo,2026-06-24 05:36:06,Castl3vania,Jotchua in a space helmet shoots rainbow lasers,"laser-eyes, space, galaxy",photo_992_0.jpg
991,https://t.me/jotchuacontent/991,photo,2026-06-24 05:36:05,Castl3vania,Jotchua glows with a rainbow brain aura,"galaxy-brain, smart, globe",photo_991_0.jpg
990,https://t.me/jotchuacontent/990,photo,2026-06-24 05:36:04,Castl3vania,Genius Jotchua appears in a retro game overlay,"gaming, smart, retro",photo_990_0.jpg
989,https://t.me/jotchuacontent/989,photo,2026-06-24 05:36:03,Castl3vania,Many Jotchua heads stack on a retro loading screen,"clones, loading, retro",photo_989_0.jpg
988,https://t.me/jotchuacontent/988,photo,2026-06-24 05:01:24,Rishabh Rai,Jotchua wears a fluffy rainbow unicorn onesie,"unicorn, costume, rainbow",988_image.png
986,https://t.me/jotchuacontent/986,photo,2026-06-24 04:31:23,Swapperr,"Tiny Jotchuas as pills, snacks, and a Red Bull","pill, snacks, red-bull",photo_986_0.jpg
984,https://t.me/jotchuacontent/984,photo,2026-06-24 04:29:40,T,Jotchua wears a red Make Bag Working Great Again hat,"hat, maga, red",photo_984_0.jpg
983,https://t.me/jotchuacontent/983,photo,2026-06-24 04:29:27,T,A fortune teller reads Jotchua's future in a crystal ball,"fortune, crystal-ball, psychic",photo_983_0.jpg
982,https://t.me/jotchuacontent/982,photo,2026-06-24 04:29:16,T,Jotchua gives a judgmental side-eye with one ear up,"side-eye, judging, annoyed",photo_982_0.jpg
981,https://t.me/jotchuacontent/981,photo,2026-06-24 04:29:01,T,Jotchua in a neon green swimsuit gives two thumbs-up,"thumbs-up, swimsuit, flex",photo_981_0.jpg
980,https://t.me/jotchuacontent/980,photo,2026-06-24 04:28:18,Castl3vania,Jotchua peeks around a corner in the Backrooms,"backrooms, peeking, creepy",photo_980_0.jpg
978,https://t.me/jotchuacontent/978,photo,2026-06-24 04:22:14,Castl3vania,Wizard Jotchua stands on a mountain amid lightning,"wizard, lightning, storm",photo_978_0.jpg
977,https://t.me/jotchuacontent/977,photo,2026-06-24 04:13:53,peacefuldestroy,Jotchua dressed as Pikachu with red cheeks,"pikachu, pokemon, costume",photo_977_0.jpg
976,https://t.me/jotchuacontent/976,photo,2026-06-24 04:08:50,peacefuldestroy,Jotchua in a suit at an NBA press conference,"press-conference, suit, nba",photo_976_0.jpg
975,https://t.me/jotchuacontent/975,photo,2026-06-24 04:08:49,peacefuldestroy,Buff Jotchua wears a snapback and smokes a pipe,"muscles, pipe, snapback",photo_975_0.jpg
974,https://t.me/jotchuacontent/974,photo,2026-06-24 04:08:47,peacefuldestroy,Angel Jotchua with a golden halo and wings,"angel, halo, holy",photo_974_0.jpg
972,https://t.me/jotchuacontent/972,photo,2026-06-24 04:08:45,peacefuldestroy,"Jotchua in a straw hat, shades, and red vest","straw-hat, sunglasses, luffy",photo_972_0.jpg
971,https://t.me/jotchuacontent/971,photo,2026-06-24 04:08:45,peacefuldestroy,Jotchua rests a paw on his chin thinking,"thinking, curious, wondering",photo_971_0.jpg
970,https://t.me/jotchuacontent/970,photo,2026-06-24 04:08:44,peacefuldestroy,A banana with Jotchua's face on it,"banana, fruit, food",photo_970_0.jpg
969,https://t.me/jotchuacontent/969,photo,2026-06-24 04:08:44,peacefuldestroy,A red apple with Jotchua's face on it,"apple, fruit, food",photo_969_0.jpg
968,https://t.me/jotchuacontent/968,photo,2026-06-24 04:08:43,peacefuldestroy,Jotchua peeks through a gap in the blinds,"peeking, blinds, spy",photo_968_0.jpg
967,https://t.me/jotchuacontent/967,photo,2026-06-24 04:08:42,peacefuldestroy,Jotchua as a Pokemon trainer in Ash's hat,"ash, pokemon, trainer",photo_967_0.jpg
965,https://t.me/jotchuacontent/965,photo,2026-06-23 20:26:21,Rishabh Rai,Reporter Jotchua in a trench coat holds a news mic,"news, reporter, interview",photo_965_0.jpg
964,https://t.me/jotchuacontent/964,photo,2026-06-23 20:26:21,Rishabh Rai,Jotchua in sunglasses smokes a cigarette like a gangster,"sunglasses, smoking, gangster",photo_964_0.jpg
963,https://t.me/jotchuacontent/963,photo,2026-06-23 20:26:20,Rishabh Rai,Jotchua in a chicken onesie labeled Cockchua,"chicken, costume, rooster",photo_963_0.jpg
961,https://t.me/jotchuacontent/961,photo,2026-06-23 20:22:10,Rishabh Rai,Gladiator Jotchua asks if you are not entertained,"gladiator, sword, yelling",photo_961_0.jpg
959,https://t.me/jotchuacontent/959,photo,2026-06-23 20:22:05,Rishabh Rai,Jotchua shushes you with a finger to his lips,"shush, quiet, silence",photo_959_0.jpg
954,https://t.me/jotchuacontent/954,photo,2026-06-23 20:22:02,Rishabh Rai,Will Smith presents Jotchua as his source of happiness,"presenting, happy, heart",photo_954_0.jpg
953,https://t.me/jotchuacontent/953,photo,2026-06-23 20:22:01,Rishabh Rai,Jotchua as the missing puzzle piece in a person,"puzzle, missing-piece, solving",photo_953_0.jpg
952,https://t.me/jotchuacontent/952,photo,2026-06-23 20:20:56,Rishabh Rai,Jotchua stares until he gets what he wants,"staring, looking, waiting",photo_952_0.jpg
951,https://t.me/jotchuacontent/951,photo,2026-06-23 20:20:55,Rishabh Rai,Doctor Jotchua in a lab coat with a stethoscope,"doctor, stethoscope, trust-me",photo_951_0.jpg
950,https://t.me/jotchuacontent/950,photo,2026-06-23 20:20:50,Rishabh Rai,Jotchua wears sunglasses and cannot see you,"sunglasses, shades, smug",photo_950_0.jpg
947,https://t.me/jotchuacontent/947,photo,2026-06-23 20:20:48,Rishabh Rai,Jotchua as the Mona Lisa in a gold frame,"mona-lisa, painting, art",photo_947_0.jpg
946,https://t.me/jotchuacontent/946,photo,2026-06-23 20:20:48,Rishabh Rai,Jotchua licks a bowl of dip with his tongue out,"eating, dip, tongue-out",photo_946_0.jpg
944,https://t.me/jotchuacontent/944,photo,2026-06-23 20:20:47,Rishabh Rai,Jotchua stands in front of a huge dam,"dam, shocked, waterfall",photo_944_0.jpg
943,https://t.me/jotchuacontent/943,photo,2026-06-23 20:20:46,Rishabh Rai,Jotchua watches with popcorn and a cola,"popcorn, watching, soda",photo_943_0.jpg
941,https://t.me/jotchuacontent/941,photo,2026-06-23 12:49:43,Chris,Jotchua shrugs with both paws out,"shrug, confused, dunno",photo_941_0.jpg
940,https://t.me/jotchuacontent/940,photo,2026-06-23 12:03:37,Chris,Brown explorer Jotchua with shades and a cricket bat,"explorer, sunglasses, bat",photo_940_0.jpg
939,https://t.me/jotchuacontent/939,photo,2026-06-23 12:03:36,Chris,Jotchua explorer with shades and a cricket bat,"explorer, sunglasses, hat",photo_939_0.jpg
937,https://t.me/jotchuacontent/937,photo,2026-06-23 11:18:22,Castl3vania,Cool Jotchua in a straw hat and orange shades,"straw-hat, sunglasses, luffy",photo_937_0.jpg
935,https://t.me/jotchuacontent/935,photo,2026-06-23 10:42:25,Castl3vania,"Jotchua wears a straw hat, orange shades, and red vest","straw-hat, sunglasses, vest",photo_935_0.jpg
934,https://t.me/jotchuacontent/934,photo,2026-06-23 10:19:21,Chris,Jotchua as Thomas the Tank Engine on the tracks,"train, thomas, engine",photo_934_0.jpg
933,https://t.me/jotchuacontent/933,photo,2026-06-23 10:19:20,Chris,Jotchua dual-wields pistols and starts blasting,"gun, blasting, shooting",photo_933_0.jpg
931,https://t.me/jotchuacontent/931,photo,2026-06-23 09:22:28,peacefuldestroy,Soldier Jotchuas ride on top of a tank,"tank, soldier, army",photo_931_0.jpg
930,https://t.me/jotchuacontent/930,photo,2026-06-23 07:14:54,Chris,Pixelated Jotchua with wut written on his forehead,"confused, pixelated, what",photo_930_0.jpg
928,https://t.me/jotchuacontent/928,photo,2026-06-23 05:29:55,peacefuldestroy,A huge army of Jotchuas gathers under a war banner,"army, crowd, war",photo_928_0.jpg
927,https://t.me/jotchuacontent/927,photo,2026-06-23 05:29:55,peacefuldestroy,A crowd of dressed-up Jotchuas at a peace rally,"crowd, rally, costumes",photo_927_0.jpg
925,https://t.me/jotchuacontent/925,photo,2026-06-23 03:45:33,peacefuldestroy,Jotchua sits by the water at sunset,"sunset, waterfront, sky",photo_925_0.jpg
924,https://t.me/jotchuacontent/924,photo,2026-06-23 03:39:04,peacefuldestroy,Jotchua as Morpheus raises both arms in a suit,"matrix, morpheus, suit",photo_924_0.jpg
923,https://t.me/jotchuacontent/923,photo,2026-06-22 22:49:01,Chris,A 2025 calendar filled with Jotchua every month,"calendar, planner, yearly",photo_923_0.jpg
911,https://t.me/jotchuacontent/911,photo,2026-06-22 18:10:07,peacefuldestroy,Jotchua sits last on a character timeline,"lineup, history, evolution",photo_911_0.jpg
909,https://t.me/jotchuacontent/909,photo,2026-06-22 16:40:22,peacefuldestroy,Jotchua wears a yellow robot space suit,"robot, astronaut, space",photo_909_0.jpg
906,https://t.me/jotchuacontent/906,photo,2026-06-22 03:04:44,Rob.,Jotchua watches over a last supper banquet,"last-supper, dinner, painting",photo_906_0.jpg
905,https://t.me/jotchuacontent/905,photo,2026-06-22 02:19:50,peacefuldestroy,Jotchua quote card says hate me or love me,"haters, flex, love",photo_905_0.jpg
898,https://t.me/jotchuacontent/898,photo,2026-06-21 21:01:14,Chris,Sonic Jotchua jumps through golden rings,"sonic, jumping, rings",photo_898_0.jpg
897,https://t.me/jotchuacontent/897,photo,2026-06-21 21:01:13,Chris,Jotchua stands in a blue Sonic hoodie,"sonic, hoodie, costume",photo_897_0.jpg
896,https://t.me/jotchuacontent/896,photo,2026-06-21 20:30:41,Chris,Jotchua wears a SAFU cap and Binance shirt,"binance, cap, shirt",photo_896_0.jpg
895,https://t.me/jotchuacontent/895,photo,2026-06-21 20:30:40,Chris,Jotchua in a wide-brim hat and coat,"hat, gentleman, formal",photo_895_0.jpg
894,https://t.me/jotchuacontent/894,photo,2026-06-21 20:30:39,Chris,Two Jotchuas say yo to each other,"twins, hello, greeting",photo_894_0.jpg
893,https://t.me/jotchuacontent/893,photo,2026-06-21 19:11:48,Rob.,Jotchua face tattooed on someone's hip,"tattoo, hip, ink",photo_893_0.jpg
892,https://t.me/jotchuacontent/892,photo,2026-06-21 19:01:35,Rob.,Blocky Jotchua drives a tiny race kart,"driving, racing, kart",photo_892_0.jpg
891,https://t.me/jotchuacontent/891,photo,2026-06-21 19:01:34,Rob.,Jotchua in a Binance cap and jacket,"binance, cap, jacket",photo_891_0.jpg
890,https://t.me/jotchuacontent/890,photo,2026-06-21 19:01:32,Rob.,Jotchua in a black sweater staring softly,"sweater, portrait, staring",photo_890_0.jpg
889,https://t.me/jotchuacontent/889,photo,2026-06-21 19:01:31,Rob.,Jotchua in a yellow spa robe and sleep mask,"spa, bathrobe, sleepy",photo_889_0.jpg
888,https://t.me/jotchuacontent/888,photo,2026-06-21 19:01:31,Rob.,Jotchua face printed on a white sneaker,"sneaker, shoes, nike",photo_888_0.jpg
887,https://t.me/jotchuacontent/887,photo,2026-06-21 19:01:30,Rob.,Jotchua celebrates a soccer goal in orange,"soccer, celebrating, goal",photo_887_0.jpg
886,https://t.me/jotchuacontent/886,photo,2026-06-21 19:01:29,Rob.,Cartoon Jotchua sips a cocktail on the beach,"beach, sunglasses, cocktail",photo_886_0.jpg
885,https://t.me/jotchuacontent/885,photo,2026-06-21 19:01:29,Rob.,Army of robot clones with Jotchua heads,"robots, clones, army",photo_885_0.jpg
884,https://t.me/jotchuacontent/884,photo,2026-06-21 19:01:28,Rob.,Jotchua wears an MF Doom mask and beanie,"mask, beanie, doom",photo_884_0.jpg
883,https://t.me/jotchuacontent/883,photo,2026-06-21 19:01:28,Rob.,Jotchua gives a speech from a podium,"speech, podium, salute",photo_883_0.jpg
880,https://t.me/jotchuacontent/880,photo,2026-06-21 14:33:35,peacefuldestroy,Text chat calling you out then saying understandable,"texting, chat, understandable",photo_880_0.jpg
879,https://t.me/jotchuacontent/879,photo,2026-06-21 14:07:31,peacefuldestroy,Text offer to change your life with Jotchua,"texting, chat, invite",photo_879_0.jpg
877,https://t.me/jotchuacontent/877,photo,2026-06-21 07:12:16,"remus (⚫️,◻️)",Jotchua face baked into a cinnamon roll,"cinnamon-roll, food, breakfast",photo_877_0.jpg
872,https://t.me/jotchuacontent/872,photo,2026-06-21 07:12:08,"remus (⚫️,◻️)",Jotchua face growing on a forest mushroom,"mushroom, forest, moss",photo_872_0.jpg
870,https://t.me/jotchuacontent/870,photo,2026-06-21 06:43:03,Ayo.,Jotchua makes a trade offer with praying hands,"trade-offer, praying, trade",photo_870_0.jpg
869,https://t.me/jotchuacontent/869,photo,2026-06-21 06:43:00,Ayo.,Jotchua cheers in a chair like absolute cinema,"cinema, cheering, chair",photo_869_0.jpg
860,https://t.me/jotchuacontent/860,photo,2026-06-21 06:42:49,Ayo.,Hater on a bike crashes after spreading fud,"bike, falling, fud",photo_860_0.jpg
859,https://t.me/jotchuacontent/859,photo,2026-06-21 06:42:46,Ayo.,Shakespeare Jotchua writes to cute or not,"shakespeare, writing, quill",photo_859_0.jpg
858,https://t.me/jotchuacontent/858,photo,2026-06-21 06:42:46,Ayo.,Bearded sage Jotchua says buy and hold,"sage, beard, guru",photo_858_0.jpg
857,https://t.me/jotchuacontent/857,photo,2026-06-21 06:42:45,Ayo.,Distracted boyfriend looks at Jotchua instead,"cheating, looking, girl",photo_857_0.jpg
855,https://t.me/jotchuacontent/855,photo,2026-06-21 06:42:44,Ayo.,Jotchua gives two big thumbs-up outdoors,"thumbs-up, happy, approve",photo_855_0.jpg
852,https://t.me/jotchuacontent/852,photo,2026-06-21 06:42:43,Ayo.,Jotchua sleeps on a huge pile of cash,"money, sleepy, rich",photo_852_0.jpg
849,https://t.me/jotchuacontent/849,photo,2026-06-21 06:42:34,Ayo.,Jotchua dressed as Harry Potter with a wand,"harry-potter, wizard, glasses",photo_849_0.jpg
847,https://t.me/jotchuacontent/847,photo,2026-06-21 06:42:34,Ayo.,Jotchua games with a headset and controller,"gaming, headset, controller",photo_847_0.jpg
846,https://t.me/jotchuacontent/846,photo,2026-06-21 06:42:34,Ayo.,Jotchua in a Nike cap and tracksuit,"nike, tracksuit, just-do-it",photo_846_0.jpg
843,https://t.me/jotchuacontent/843,photo,2026-06-21 06:42:30,Ayo.,Towel-wrapped Jotchua says he is born ready,"burrito, hype, pumped",photo_843_0.jpg
842,https://t.me/jotchuacontent/842,photo,2026-06-21 06:42:29,Ayo.,Jotchua wears a fishbowl helmet to the moon,"fishbowl, helmet, moon",photo_842_0.jpg
841,https://t.me/jotchuacontent/841,photo,2026-06-21 06:42:29,Ayo.,Jotchua wears a red keffiyeh saying habibi,"keffiyeh, habibi, arab",photo_841_0.jpg
839,https://t.me/jotchuacontent/839,photo,2026-06-21 06:42:28,Ayo.,Jotchua says anything is paw-sibble,"paw, can-do, try",photo_839_0.jpg
837,https://t.me/jotchuacontent/837,photo,2026-06-21 06:42:17,Ayo.,Jotchua claps back after being told to quiet down,"talking, annoyed, clapback",photo_837_0.jpg
834,https://t.me/jotchuacontent/834,photo,2026-06-21 06:42:13,Ayo.,Jotchua sips tea like damn couldn't be me,"tea, sipping, gossip",photo_834_0.jpg
833,https://t.me/jotchuacontent/833,photo,2026-06-21 06:42:13,Ayo.,Cop finds wine in Jotchua's water bottle,"police, wine, pulled-over",photo_833_0.jpg
832,https://t.me/jotchuacontent/832,photo,2026-06-21 06:42:12,Ayo.,Office Jotchua says everybody calm down its happening,"office, suit, hype",photo_832_0.jpg
831,https://t.me/jotchuacontent/831,photo,2026-06-21 06:42:12,Ayo.,"Jotchua in a beanie puts paws up, jotched","beanie, hands-up, caught",photo_831_0.jpg
829,https://t.me/jotchuacontent/829,photo,2026-06-21 06:42:11,Ayo.,Jotchua holds a camera as paparazzi press,"camera, paparazzi, reporter",photo_829_0.jpg
828,https://t.me/jotchuacontent/828,photo,2026-06-21 06:42:10,Ayo.,Suited Jotchua pitches a money-making opportunity,"suit, salesman, pitch",photo_828_0.jpg
827,https://t.me/jotchuacontent/827,photo,2026-06-21 06:41:59,Ayo.,Shrek Jotchua yells get out of my swamp,"shrek, swamp, angry",photo_827_0.jpg
826,https://t.me/jotchuacontent/826,photo,2026-06-21 06:41:58,Ayo.,Blushing Jotchua says hi lets be furr-iends,"blush, shy, friends",photo_826_0.jpg
825,https://t.me/jotchuacontent/825,photo,2026-06-21 06:41:56,Ayo.,Scientist Jotchua says believers have top IQ,"scientist, glasses, smart",photo_825_0.jpg
823,https://t.me/jotchuacontent/823,photo,2026-06-21 06:41:54,Ayo.,Officer Jotchua arrests you for spreading fud,"police, arrested, badge",photo_823_0.jpg
822,https://t.me/jotchuacontent/822,photo,2026-06-21 06:41:54,Ayo.,Camo Jotchua hunts fudders with a rifle,"hunting, camo, rifle",photo_822_0.jpg
821,https://t.me/jotchuacontent/821,photo,2026-06-21 06:41:53,Ayo.,Roman Jotchua says Rome wasn't built in a day,"roman, emperor, caesar",photo_821_0.jpg
820,https://t.me/jotchuacontent/820,photo,2026-06-21 06:41:53,Ayo.,Bald Jotchua in a polo says surprise motherfucker,"breaking-bad, surprise, bald",photo_820_0.jpg
819,https://t.me/jotchuacontent/819,photo,2026-06-21 06:41:52,Ayo.,Soldier Jotchua salutes in full camouflage,"soldier, salute, army",photo_819_0.jpg
818,https://t.me/jotchuacontent/818,photo,2026-06-21 06:41:52,Ayo.,Jotchua stares at you looking purrfect,"staring, cute, purr",photo_818_0.jpg
